prompt_id,dataset,dataset_label,item_id,scale_id,weak,strong,weak_surface,strong_surface,pos,template_id,scalar_construction,human_si_rate,has_hu_test_suite,source_file,weak_sentence_frame,weak_surface_in_sentence,target_text,context_text,continuation_text,moved_prompt_boundary_text,suffix_text,prompt_with_blank,full_text,prompt_source,weak_extraction_method,stronger_surface_method,prompt_builder_note,score_target,score_family,context_has_trailing_space,continuation_has_leading_space
vt16__vt16_010_template1__template_1__difficult_impossible__no_frame,vt16,van Tiel et al. (2016),vt16_010_template1,difficult/impossible,difficult,impossible,difficult,impossible,adj,1,"the task is difficult, but not impossible.",0.96,True,cross-scale/human_data/vt16.csv,the task is difficult.,difficult,impossible,the task is, impossible, ,.,the task is ___.,the task is impossible.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_010_template2__template_2__difficult_impossible__no_frame,vt16,van Tiel et al. (2016),vt16_010_template2,difficult/impossible,difficult,impossible,difficult,impossible,adj,2,"the journey is difficult, but not impossible.",0.96,True,cross-scale/human_data/vt16.csv,the journey is difficult.,difficult,impossible,the journey is, impossible, ,.,the journey is ___.,the journey is impossible.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_010_template3__template_3__difficult_impossible__no_frame,vt16,van Tiel et al. (2016),vt16_010_template3,difficult/impossible,difficult,impossible,difficult,impossible,adj,3,"the problem is difficult, but not impossible.",0.96,True,cross-scale/human_data/vt16.csv,the problem is difficult.,difficult,impossible,the problem is, impossible, ,.,the problem is ___.,the problem is impossible.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_011_template1__template_1__dislike_loathe__no_frame,vt16,van Tiel et al. (2016),vt16_011_template1,dislike/loathe,dislike,loathe,dislikes,loathes,verb,1,"the boy dislikes broccoli, but does not loathe it.",0.18,True,cross-scale/human_data/vt16.csv,the boy dislikes broccoli.,dislikes,loathes,the boy, loathes, , broccoli.,the boy ___ broccoli.,the boy loathes broccoli.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_011_template2__template_2__dislike_loathe__no_frame,vt16,van Tiel et al. (2016),vt16_011_template2,dislike/loathe,dislike,loathe,dislikes,loathes,verb,2,"the teacher dislikes fighting, but does not loathe it.",0.18,True,cross-scale/human_data/vt16.csv,the teacher dislikes fighting.,dislikes,loathes,the teacher, loathes, , fighting.,the teacher ___ fighting.,the teacher loathes fighting.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_011_template3__template_3__dislike_loathe__no_frame,vt16,van Tiel et al. (2016),vt16_011_template3,dislike/loathe,dislike,loathe,dislikes,loathes,verb,3,"the doctors dislike coffee, but do not loathe it.",0.18,True,cross-scale/human_data/vt16.csv,the doctors dislike coffee.,dislike,loathes,the doctors, loathes, , coffee.,the doctors ___ coffee.,the doctors loathes coffee.,weak_sentence_slot_from_first_clause,morphology_match,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_012_template1__template_1__few_none__no_frame,vt16,van Tiel et al. (2016),vt16_012_template1,few/none,few,none,few,none,quant,1,"the biologist saw few of the birds, but not none of them.",0.54,False,cross-scale/human_data/vt16.csv,the biologist saw few of the birds.,few,none,the biologist saw, none, , of the birds.,the biologist saw ___ of the birds.,the biologist saw none of the birds.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_012_template2__template_2__few_none__no_frame,vt16,van Tiel et al. (2016),vt16_012_template2,few/none,few,none,few,none,quant,2,"the cop saw few of the children, but not none of them.",0.54,False,cross-scale/human_data/vt16.csv,the cop saw few of the children.,few,none,the cop saw, none, , of the children.,the cop saw ___ of the children.,the cop saw none of the children.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_012_template3__template_3__few_none__no_frame,vt16,van Tiel et al. (2016),vt16_012_template3,few/none,few,none,few,none,quant,3,"the observer saw few of the stars, but not none of them.",0.54,False,cross-scale/human_data/vt16.csv,the observer saw few of the stars.,few,none,the observer saw, none, , of the stars.,the observer saw ___ of the stars.,the observer saw none of the stars.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_013_template1__template_1__funny_hilarious__no_frame,vt16,van Tiel et al. (2016),vt16_013_template1,funny/hilarious,funny,hilarious,funny,hilarious,adj,1,"this joke is funny, but not hilarious.",0.29,True,cross-scale/human_data/vt16.csv,this joke is funny.,funny,hilarious,this joke is, hilarious, ,.,this joke is ___.,this joke is hilarious.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_013_template2__template_2__funny_hilarious__no_frame,vt16,van Tiel et al. (2016),vt16_013_template2,funny/hilarious,funny,hilarious,funny,hilarious,adj,2,"the play is funny, but not hilarious.",0.29,True,cross-scale/human_data/vt16.csv,the play is funny.,funny,hilarious,the play is, hilarious, ,.,the play is ___.,the play is hilarious.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_013_template3__template_3__funny_hilarious__no_frame,vt16,van Tiel et al. (2016),vt16_013_template3,funny/hilarious,funny,hilarious,funny,hilarious,adj,3,"this movie is funny, but not hilarious.",0.29,True,cross-scale/human_data/vt16.csv,this movie is funny.,funny,hilarious,this movie is, hilarious, ,.,this movie is ___.,this movie is hilarious.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_015_template1__template_1__good_excellent__no_frame,vt16,van Tiel et al. (2016),vt16_015_template1,good/excellent,good,excellent,good,excellent,adj,1,"the food is good, but not excellent.",0.32,True,cross-scale/human_data/vt16.csv,the food is good.,good,excellent,the food is, excellent, ,.,the food is ___.,the food is excellent.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_015_template2__template_2__good_excellent__no_frame,vt16,van Tiel et al. (2016),vt16_015_template2,good/excellent,good,excellent,good,excellent,adj,2,"that movie is good, but not excellent.",0.32,True,cross-scale/human_data/vt16.csv,that movie is good.,good,excellent,that movie is, excellent, ,.,that movie is ___.,that movie is excellent.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_015_template3__template_3__good_excellent__no_frame,vt16,van Tiel et al. (2016),vt16_015_template3,good/excellent,good,excellent,good,excellent,adj,3,"this sandwich is good, but not excellent.",0.32,True,cross-scale/human_data/vt16.csv,this sandwich is good.,good,excellent,this sandwich is, excellent, ,.,this sandwich is ___.,this sandwich is excellent.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_014_template1__template_1__good_perfect__no_frame,vt16,van Tiel et al. (2016),vt16_014_template1,good/perfect,good,perfect,good,perfect,adj,1,"the layout is good, but not perfect.",0.39,True,cross-scale/human_data/vt16.csv,the layout is good.,good,perfect,the layout is, perfect, ,.,the layout is ___.,the layout is perfect.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_014_template2__template_2__good_perfect__no_frame,vt16,van Tiel et al. (2016),vt16_014_template2,good/perfect,good,perfect,good,perfect,adj,2,"this solution is good, but not perfect.",0.39,True,cross-scale/human_data/vt16.csv,this solution is good.,good,perfect,this solution is, perfect, ,.,this solution is ___.,this solution is perfect.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_014_template3__template_3__good_perfect__no_frame,vt16,van Tiel et al. (2016),vt16_014_template3,good/perfect,good,perfect,good,perfect,adj,3,"that answer is good, but not perfect.",0.39,True,cross-scale/human_data/vt16.csv,that answer is good.,good,perfect,that answer is, perfect, ,.,that answer is ___.,that answer is perfect.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_016_template1__template_1__hard_unsolvable__no_frame,vt16,van Tiel et al. (2016),vt16_016_template1,hard/unsolvable,hard,unsolvable,hard,unsolvable,adj,1,"that problem is hard, but not unsolvable.",0.71,True,cross-scale/human_data/vt16.csv,that problem is hard.,hard,unsolvable,that problem is, unsolvable, ,.,that problem is ___.,that problem is unsolvable.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_016_template2__template_2__hard_unsolvable__no_frame,vt16,van Tiel et al. (2016),vt16_016_template2,hard/unsolvable,hard,unsolvable,hard,unsolvable,adj,2,"the issue is hard, but not unsolvable.",0.71,True,cross-scale/human_data/vt16.csv,the issue is hard.,hard,unsolvable,the issue is, unsolvable, ,.,the issue is ___.,the issue is unsolvable.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
vt16__vt16_016_template3__template_3__hard_unsolvable__no_frame,vt16,van Tiel et al. (2016),vt16_016_template3,hard/unsolvable,hard,unsolvable,hard,unsolvable,adj,3,"the puzzle is hard, but not unsolvable.",0.71,True,cross-scale/human_data/vt16.csv,the puzzle is hard.,hard,unsolvable,the puzzle is, unsolvable, ,.,the puzzle is ___.,the puzzle is unsolvable.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True
