prompt_id,dataset,dataset_label,item_id,scale_id,weak,strong,weak_surface,strong_surface,pos,template_id,scalar_construction,human_si_rate,has_hu_test_suite,source_file,context_text,target_text,continuation_text,suffix_text,full_text,prompt_source,hu_test_suite_path,hu_test_suite_item_number,prompt_builder_note,score_target,score_family,context_has_trailing_space,continuation_has_leading_space,target_token_ids,target_tokens,target_token_logprobs,target_n_tokens,target_logprob,model_name,model_path,resolved_model_path,torch_dtype,device_map
vt16__vt16_003_template2__template_2__attractive_stunning,vt16,van Tiel et al. (2016),vt16_003_template2,attractive/stunning,attractive,stunning,attractive,stunning,adj,2,"this model is attractive, but not stunning.",0.21,True,cross-scale/human_data/vt16.csv,"This model is attractive, but not",stunning, stunning,.,"This model is attractive, but not stunning.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/attractive_stunning.json,1002,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[19850],"[""Ġstunning""]",[-7.2213521003723145],1,-7.2213521004,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_003_template3__template_3__attractive_stunning,vt16,van Tiel et al. (2016),vt16_003_template3,attractive/stunning,attractive,stunning,attractive,stunning,adj,3,"the singer is attractive, but not stunning.",0.21,True,cross-scale/human_data/vt16.csv,"The singer is attractive, but not",stunning, stunning,.,"The singer is attractive, but not stunning.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/attractive_stunning.json,1002,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[19850],"[""Ġstunning""]",[-6.975532531738281],1,-6.9755325317,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_004_template1__template_1__believe_know,vt16,van Tiel et al. (2016),vt16_004_template1,believe/know,believe,know,believes,knows,verb,1,"the student believes it, but does not know it.",0.61,True,cross-scale/human_data/vt16.csv,"The student believes it, but does not",know, know,it.,"The student believes it, but does not know it.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/believe_know.json,2,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[1414],"[""Ġknow""]",[-1.4294582605361938],1,-1.4294582605,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_004_template2__template_2__believe_know,vt16,van Tiel et al. (2016),vt16_004_template2,believe/know,believe,know,believes,knows,verb,2,"the mother believes it, but does not know it.",0.61,True,cross-scale/human_data/vt16.csv,"The mother believes it, but does not",know, know,it.,"The mother believes it, but does not know it.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/believe_know.json,2,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[1414],"[""Ġknow""]",[-2.1505725383758545],1,-2.1505725384,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_004_template3__template_3__believe_know,vt16,van Tiel et al. (2016),vt16_004_template3,believe/know,believe,know,believes,knows,verb,3,"the teacher believes it, but does not know it.",0.61,True,cross-scale/human_data/vt16.csv,"The teacher believes it, but does not",know, know,it.,"The teacher believes it, but does not know it.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/believe_know.json,2,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[1414],"[""Ġknow""]",[-2.052750825881958],1,-2.0527508259,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_005_template1__template_1__big_enormous,vt16,van Tiel et al. (2016),vt16_005_template1,big/enormous,big,enormous,big,enormous,adj,1,"that elephant is big, but not enormous.",0.21,True,cross-scale/human_data/vt16.csv,"That elephant is big, but not",enormous, enormous,.,"That elephant is big, but not enormous.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/big_enormous.json,211,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[22399],"[""Ġenormous""]",[-9.323670387268066],1,-9.3236703873,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_005_template2__template_2__big_enormous,vt16,van Tiel et al. (2016),vt16_005_template2,big/enormous,big,enormous,big,enormous,adj,2,"the house is big, but not enormous.",0.21,True,cross-scale/human_data/vt16.csv,"The house is big, but not",enormous, enormous,.,"The house is big, but not enormous.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/big_enormous.json,211,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[22399],"[""Ġenormous""]",[-7.572168827056885],1,-7.5721688271,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_005_template3__template_3__big_enormous,vt16,van Tiel et al. (2016),vt16_005_template3,big/enormous,big,enormous,big,enormous,adj,3,"that tree is big, but not enormous.",0.21,True,cross-scale/human_data/vt16.csv,"That tree is big, but not",enormous, enormous,.,"That tree is big, but not enormous.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/big_enormous.json,211,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[22399],"[""Ġenormous""]",[-10.7385835647583],1,-10.7385835648,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_006_template1__template_1__cheap_free,vt16,van Tiel et al. (2016),vt16_006_template1,cheap/free,cheap,free,cheap,free,adj,1,"the water is cheap, but not free.",0.93,True,cross-scale/human_data/vt16.csv,"The water is cheap, but not",free, free,.,"The water is cheap, but not free.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/cheap_free.json,33,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[1910],"[""Ġfree""]",[-3.1429805755615234],1,-3.1429805756,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_006_template2__template_2__cheap_free,vt16,van Tiel et al. (2016),vt16_006_template2,cheap/free,cheap,free,cheap,free,adj,2,"the electricity is cheap, but not free.",0.93,True,cross-scale/human_data/vt16.csv,"The electricity is cheap, but not",free, free,.,"The electricity is cheap, but not free.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/cheap_free.json,33,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[1910],"[""Ġfree""]",[-3.2844181060791016],1,-3.2844181061,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_006_template3__template_3__cheap_free,vt16,van Tiel et al. (2016),vt16_006_template3,cheap/free,cheap,free,cheap,free,adj,3,"the food is cheap, but not free.",0.93,True,cross-scale/human_data/vt16.csv,"The food is cheap, but not",free, free,.,"The food is cheap, but not free.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/cheap_free.json,33,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[1910],"[""Ġfree""]",[-9.566411018371582],1,-9.5664110184,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_007_template1__template_1__content_happy,vt16,van Tiel et al. (2016),vt16_007_template1,content/happy,content,happy,content,happy,adj,1,"this child is content, but not happy.",0.04,True,cross-scale/human_data/vt16.csv,"This child is content, but not",happy, happy,.,"This child is content, but not happy.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/content_happy.json,19,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[6247],"[""Ġhappy""]",[-2.804126262664795],1,-2.8041262627,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_007_template2__template_2__content_happy,vt16,van Tiel et al. (2016),vt16_007_template2,content/happy,content,happy,content,happy,adj,2,"the homemaker is content, but not happy.",0.04,True,cross-scale/human_data/vt16.csv,"The homemaker is content, but not",happy, happy,.,"The homemaker is content, but not happy.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/content_happy.json,19,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[6247],"[""Ġhappy""]",[-2.7075796127319336],1,-2.7075796127,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_007_template3__template_3__content_happy,vt16,van Tiel et al. (2016),vt16_007_template3,content/happy,content,happy,content,happy,adj,3,"the musician is content, but not happy.",0.04,True,cross-scale/human_data/vt16.csv,"The musician is content, but not",happy, happy,.,"The musician is content, but not happy.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/content_happy.json,19,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[6247],"[""Ġhappy""]",[-3.3083252906799316],1,-3.3083252907,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_008_template1__template_1__cool_cold,vt16,van Tiel et al. (2016),vt16_008_template1,cool/cold,cool,cold,cool,cold,adj,1,"the air is cool, but not cold.",0.46,True,cross-scale/human_data/vt16.csv,"The air is cool, but not",cold, cold,.,"The air is cool, but not cold.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/cool_cold.json,1003,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[9255],"[""Ġcold""]",[-0.9974740743637085],1,-0.9974740744,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_008_template2__template_2__cool_cold,vt16,van Tiel et al. (2016),vt16_008_template2,cool/cold,cool,cold,cool,cold,adj,2,"the weather is cool, but not cold.",0.46,True,cross-scale/human_data/vt16.csv,"The weather is cool, but not",cold, cold,.,"The weather is cool, but not cold.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/cool_cold.json,1003,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[9255],"[""Ġcold""]",[-0.762635350227356],1,-0.7626353502,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_008_template3__template_3__cool_cold,vt16,van Tiel et al. (2016),vt16_008_template3,cool/cold,cool,cold,cool,cold,adj,3,"the room is cool, but not cold.",0.46,True,cross-scale/human_data/vt16.csv,"The room is cool, but not",cold, cold,.,"The room is cool, but not cold.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/cool_cold.json,1003,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[9255],"[""Ġcold""]",[-1.1989755630493164],1,-1.1989755630,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_009_template1__template_1__dark_black,vt16,van Tiel et al. (2016),vt16_009_template1,dark/black,dark,black,dark,black,adj,1,"that fabric is dark, but not black.",0.29,True,cross-scale/human_data/vt16.csv,"That fabric is dark, but not",black, black,.,"That fabric is dark, but not black.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/dark_black.json,39,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[3691],"[""Ġblack""]",[-1.5486094951629639],1,-1.5486094952,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_009_template2__template_2__dark_black,vt16,van Tiel et al. (2016),vt16_009_template2,dark/black,dark,black,dark,black,adj,2,"the sky is dark, but not black.",0.29,True,cross-scale/human_data/vt16.csv,"The sky is dark, but not",black, black,.,"The sky is dark, but not black.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/dark_black.json,39,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[3691],"[""Ġblack""]",[-2.374337911605835],1,-2.3743379116,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_009_template3__template_3__dark_black,vt16,van Tiel et al. (2016),vt16_009_template3,dark/black,dark,black,dark,black,adj,3,"the shirt is dark, but not black.",0.29,True,cross-scale/human_data/vt16.csv,"The shirt is dark, but not",black, black,.,"The shirt is dark, but not black.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/dark_black.json,39,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[3691],"[""Ġblack""]",[-1.9237035512924194],1,-1.9237035513,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_010_template1__template_1__difficult_impossible,vt16,van Tiel et al. (2016),vt16_010_template1,difficult/impossible,difficult,impossible,difficult,impossible,adj,1,"the task is difficult, but not impossible.",0.96,True,cross-scale/human_data/vt16.csv,"The task is difficult, but not",impossible, impossible,.,"The task is difficult, but not impossible.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/difficult_impossible.json,67,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[11997],"[""Ġimpossible""]",[-0.7919264435768127],1,-0.7919264436,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_010_template2__template_2__difficult_impossible,vt16,van Tiel et al. (2016),vt16_010_template2,difficult/impossible,difficult,impossible,difficult,impossible,adj,2,"the journey is difficult, but not impossible.",0.96,True,cross-scale/human_data/vt16.csv,"The journey is difficult, but not",impossible, impossible,.,"The journey is difficult, but not impossible.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template2/difficult_impossible.json,67,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[11997],"[""Ġimpossible""]",[-0.4103153347969055],1,-0.4103153348,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_010_template3__template_3__difficult_impossible,vt16,van Tiel et al. (2016),vt16_010_template3,difficult/impossible,difficult,impossible,difficult,impossible,adj,3,"the problem is difficult, but not impossible.",0.96,True,cross-scale/human_data/vt16.csv,"The problem is difficult, but not",impossible, impossible,.,"The problem is difficult, but not impossible.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template3/difficult_impossible.json,67,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,[11997],"[""Ġimpossible""]",[-1.4892313480377197],1,-1.4892313480,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_011_template1__template_1__dislike_loathe,vt16,van Tiel et al. (2016),vt16_011_template1,dislike/loathe,dislike,loathe,dislikes,loathes,verb,1,"the boy dislikes broccoli, but does not loathe it.",0.18,True,cross-scale/human_data/vt16.csv,"The boy dislikes broccoli, but does not",loathe, loathe,it.,"The boy dislikes broccoli, but does not loathe it.",hu_test_suite_region_5,data_raw/hu_et_al_2023/cross-scale/test_suites/vt16/template1/dislike_loathe.json,225,Target is region 5 (Alternative) from Hu SyntaxGym suite.,exact_strong_scalemate,target_word_or_phrase_logprob,False,True,"[775,68936]","[""Ġlo"",""athe""]","[-9.692418098449707,-0.1790076643228531]",2,-9.8714257628,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
