prompt_id,dataset,dataset_label,item_id,scale_id,weak,strong,weak_surface,strong_surface,pos,template_id,scalar_construction,human_si_rate,has_hu_test_suite,source_file,weak_sentence_frame,weak_surface_in_sentence,target_text,context_text,continuation_text,moved_prompt_boundary_text,suffix_text,prompt_with_blank,full_text,prompt_source,weak_extraction_method,stronger_surface_method,prompt_builder_note,score_target,score_family,context_has_trailing_space,continuation_has_leading_space,target_token_ids,target_tokens,target_token_logprobs,target_n_tokens,target_logprob,model_name,model_path,resolved_model_path,torch_dtype,device_map
vt16__vt16_002_template2__template_2__allowed_obligatory__no_frame,vt16,van Tiel et al. (2016),vt16_002_template2,allowed/obligatory,allowed,obligatory,allowed,obligatory,adj,2,"drinking is allowed, but not obligatory.",0.82,True,cross-scale/human_data/vt16.csv,drinking is allowed.,allowed,obligatory,drinking is, obligatory, ,.,drinking is ___.,drinking is obligatory.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[96924],"[""Ġobligatory""]",[-10.347883224487305],1,-10.3478832245,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_002_template3__template_3__allowed_obligatory__no_frame,vt16,van Tiel et al. (2016),vt16_002_template3,allowed/obligatory,allowed,obligatory,allowed,obligatory,adj,3,"talking is allowed, but not obligatory.",0.82,True,cross-scale/human_data/vt16.csv,talking is allowed.,allowed,obligatory,talking is, obligatory, ,.,talking is ___.,talking is obligatory.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[96924],"[""Ġobligatory""]",[-11.036317825317383],1,-11.0363178253,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_003_template1__template_1__attractive_stunning__no_frame,vt16,van Tiel et al. (2016),vt16_003_template1,attractive/stunning,attractive,stunning,attractive,stunning,adj,1,"that nurse is attractive, but not stunning.",0.21,True,cross-scale/human_data/vt16.csv,that nurse is attractive.,attractive,stunning,that nurse is, stunning, ,.,that nurse is ___.,that nurse is stunning.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[19850],"[""Ġstunning""]",[-9.678750991821289],1,-9.6787509918,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_003_template2__template_2__attractive_stunning__no_frame,vt16,van Tiel et al. (2016),vt16_003_template2,attractive/stunning,attractive,stunning,attractive,stunning,adj,2,"this model is attractive, but not stunning.",0.21,True,cross-scale/human_data/vt16.csv,this model is attractive.,attractive,stunning,this model is, stunning, ,.,this model is ___.,this model is stunning.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[19850],"[""Ġstunning""]",[-9.041292190551758],1,-9.0412921906,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_003_template3__template_3__attractive_stunning__no_frame,vt16,van Tiel et al. (2016),vt16_003_template3,attractive/stunning,attractive,stunning,attractive,stunning,adj,3,"the singer is attractive, but not stunning.",0.21,True,cross-scale/human_data/vt16.csv,the singer is attractive.,attractive,stunning,the singer is, stunning, ,.,the singer is ___.,the singer is stunning.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[19850],"[""Ġstunning""]",[-9.402666091918945],1,-9.4026660919,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_004_template1__template_1__believe_know__no_frame,vt16,van Tiel et al. (2016),vt16_004_template1,believe/know,believe,know,believes,knows,verb,1,"the student believes it, but does not know it.",0.61,True,cross-scale/human_data/vt16.csv,the student believes it.,believes,knows,the student, knows, , it.,the student ___ it.,the student knows it.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[8788],"[""Ġknows""]",[-6.78466272354126],1,-6.7846627235,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_004_template2__template_2__believe_know__no_frame,vt16,van Tiel et al. (2016),vt16_004_template2,believe/know,believe,know,believes,knows,verb,2,"the mother believes it, but does not know it.",0.61,True,cross-scale/human_data/vt16.csv,the mother believes it.,believes,knows,the mother, knows, , it.,the mother ___ it.,the mother knows it.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[8788],"[""Ġknows""]",[-7.34838342666626],1,-7.3483834267,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_004_template3__template_3__believe_know__no_frame,vt16,van Tiel et al. (2016),vt16_004_template3,believe/know,believe,know,believes,knows,verb,3,"the teacher believes it, but does not know it.",0.61,True,cross-scale/human_data/vt16.csv,the teacher believes it.,believes,knows,the teacher, knows, , it.,the teacher ___ it.,the teacher knows it.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[8788],"[""Ġknows""]",[-7.159628868103027],1,-7.1596288681,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_005_template1__template_1__big_enormous__no_frame,vt16,van Tiel et al. (2016),vt16_005_template1,big/enormous,big,enormous,big,enormous,adj,1,"that elephant is big, but not enormous.",0.21,True,cross-scale/human_data/vt16.csv,that elephant is big.,big,enormous,that elephant is, enormous, ,.,that elephant is ___.,that elephant is enormous.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[22399],"[""Ġenormous""]",[-6.610068321228027],1,-6.6100683212,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_005_template2__template_2__big_enormous__no_frame,vt16,van Tiel et al. (2016),vt16_005_template2,big/enormous,big,enormous,big,enormous,adj,2,"the house is big, but not enormous.",0.21,True,cross-scale/human_data/vt16.csv,the house is big.,big,enormous,the house is, enormous, ,.,the house is ___.,the house is enormous.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[22399],"[""Ġenormous""]",[-8.230360984802246],1,-8.2303609848,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_005_template3__template_3__big_enormous__no_frame,vt16,van Tiel et al. (2016),vt16_005_template3,big/enormous,big,enormous,big,enormous,adj,3,"that tree is big, but not enormous.",0.21,True,cross-scale/human_data/vt16.csv,that tree is big.,big,enormous,that tree is, enormous, ,.,that tree is ___.,that tree is enormous.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[22399],"[""Ġenormous""]",[-7.934113025665283],1,-7.9341130257,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_006_template1__template_1__cheap_free__no_frame,vt16,van Tiel et al. (2016),vt16_006_template1,cheap/free,cheap,free,cheap,free,adj,1,"the water is cheap, but not free.",0.93,True,cross-scale/human_data/vt16.csv,the water is cheap.,cheap,free,the water is, free, ,.,the water is ___.,the water is free.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[1910],"[""Ġfree""]",[-7.595093727111816],1,-7.5950937271,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_006_template2__template_2__cheap_free__no_frame,vt16,van Tiel et al. (2016),vt16_006_template2,cheap/free,cheap,free,cheap,free,adj,2,"the electricity is cheap, but not free.",0.93,True,cross-scale/human_data/vt16.csv,the electricity is cheap.,cheap,free,the electricity is, free, ,.,the electricity is ___.,the electricity is free.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[1910],"[""Ġfree""]",[-4.039539337158203],1,-4.0395393372,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_006_template3__template_3__cheap_free__no_frame,vt16,van Tiel et al. (2016),vt16_006_template3,cheap/free,cheap,free,cheap,free,adj,3,"the food is cheap, but not free.",0.93,True,cross-scale/human_data/vt16.csv,the food is cheap.,cheap,free,the food is, free, ,.,the food is ___.,the food is free.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[1910],"[""Ġfree""]",[-6.936624526977539],1,-6.9366245270,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_007_template1__template_1__content_happy__no_frame,vt16,van Tiel et al. (2016),vt16_007_template1,content/happy,content,happy,content,happy,adj,1,"this child is content, but not happy.",0.04,True,cross-scale/human_data/vt16.csv,this child is content.,content,happy,this child is, happy, ,.,this child is ___.,this child is happy.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[6247],"[""Ġhappy""]",[-6.184503555297852],1,-6.1845035553,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_007_template2__template_2__content_happy__no_frame,vt16,van Tiel et al. (2016),vt16_007_template2,content/happy,content,happy,content,happy,adj,2,"the homemaker is content, but not happy.",0.04,True,cross-scale/human_data/vt16.csv,the homemaker is content.,content,happy,the homemaker is, happy, ,.,the homemaker is ___.,the homemaker is happy.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[6247],"[""Ġhappy""]",[-5.855978012084961],1,-5.8559780121,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_007_template3__template_3__content_happy__no_frame,vt16,van Tiel et al. (2016),vt16_007_template3,content/happy,content,happy,content,happy,adj,3,"the musician is content, but not happy.",0.04,True,cross-scale/human_data/vt16.csv,the musician is content.,content,happy,the musician is, happy, ,.,the musician is ___.,the musician is happy.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[6247],"[""Ġhappy""]",[-6.512521266937256],1,-6.5125212669,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_008_template1__template_1__cool_cold__no_frame,vt16,van Tiel et al. (2016),vt16_008_template1,cool/cold,cool,cold,cool,cold,adj,1,"the air is cool, but not cold.",0.46,True,cross-scale/human_data/vt16.csv,the air is cool.,cool,cold,the air is, cold, ,.,the air is ___.,the air is cold.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[9255],"[""Ġcold""]",[-3.4192593097686768],1,-3.4192593098,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_008_template2__template_2__cool_cold__no_frame,vt16,van Tiel et al. (2016),vt16_008_template2,cool/cold,cool,cold,cool,cold,adj,2,"the weather is cool, but not cold.",0.46,True,cross-scale/human_data/vt16.csv,the weather is cool.,cool,cold,the weather is, cold, ,.,the weather is ___.,the weather is cold.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[9255],"[""Ġcold""]",[-3.5170881748199463],1,-3.5170881748,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_008_template3__template_3__cool_cold__no_frame,vt16,van Tiel et al. (2016),vt16_008_template3,cool/cold,cool,cold,cool,cold,adj,3,"the room is cool, but not cold.",0.46,True,cross-scale/human_data/vt16.csv,the room is cool.,cool,cold,the room is, cold, ,.,the room is ___.,the room is cold.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[9255],"[""Ġcold""]",[-4.944153785705566],1,-4.9441537857,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
vt16__vt16_009_template1__template_1__dark_black__no_frame,vt16,van Tiel et al. (2016),vt16_009_template1,dark/black,dark,black,dark,black,adj,1,"that fabric is dark, but not black.",0.29,True,cross-scale/human_data/vt16.csv,that fabric is dark.,dark,black,that fabric is, black, ,.,that fabric is ___.,that fabric is black.,weak_sentence_slot_from_first_clause,exact_surface,source_strong_surface,"No-frame score: stronger alternative placed in the weaker item's first-clause slot, without the X-but-not-Y continuation frame.",no_frame_strong_scalemate,target_word_or_phrase_logprob,False,True,[3691],"[""Ġblack""]",[-8.568183898925781],1,-8.5681838989,Qwen/Qwen2-7B,/users/ljohnst7/data/ljohnst7/hf-cache/models--Qwen--Qwen2-7B,/oscar/data/rfeiman/ljohnst7/hf-cache/models--Qwen--Qwen2-7B/snapshots/453ed1575b739b5b03ce3758b23befdb0967f40e,auto,auto
